first_5_words,inhoud,Review,sentiment
Geschreven bij Travelin' Nyborg -,"Hoge Heren wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 43 fijne pasvorm, mooi materiaal",,1
Perfecte pasvorm en lopen lekker,,,1
Geschreven bij Travelin' Nyborg -,Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 42 Goede keus,,1
Geschreven bij Travelin' Nyborg -,"Hoge Heren wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 43 Goeie wandelschoenen, zitten perfect. Reeds een aantal wandelingen mee gedaan intussen, enkel positieve ervaringen.",,1
Geschreven bij Hi-Tec V-Lite SpHike,Nijmegen Low Wandelschoenen - Heren - groen;oranje Uitstekend product. Gaat verbazingwekkend lang mee. Materiaal slijt nauwelijks en goed stikwerk. Is niet heel waterdicht van zichzelf maar droogt goed op en is met een beetje lauw water en zeep goed schoon te maken.Daarna harde delen met een harde borstel en boven met een zachte borstel schoonmaken. Is wel waterdicht te maken met producten hiervoor maar doe dit zelf niet. Schoen ademt goed en heb inmiddels 3 paar gekocht. Kleuren worden een beetje minder na verloop van tid maar dat stoort me niet. Één paar heb ik reeds 10 jr. Goede wandelschoen. Inlegzolen zijn ook prima.,,1
Mooie kleuren en zit lekker,,,1
Prima schoen voor lange wandelingen,op &#039;normaal&#039; terrein en niet al te ruig landschap.,,1
Geschreven bij Meindl Eppan Gore-tex,Wandelschoenen 5542-39 - Kleur Bruin - Maat 44 Heerlijke wandelschoenen. Absolute aanrader!,,1
Geschreven bij Columbia Trailstorm -,Wandelschoenen Heren Waterdicht - Bergschoenen - Maat 42 Loopt prima maar absoluut niet blijvend waterdicht,,-1
Geschreven bij Columbia Trailstorm -,"Wandelschoenen Heren Waterdicht - Bergschoenen - Maat 42 Retour . 42 was te klein. Dus ik bestel nu een 43. Mooie schoen, en heel licht in gewicht. 42 dus retour. Maar dat gaat bij BOL altijd netjes.",,-1
Geschreven bij Hi-Tec V-Lite SpHike,"Nijmegen Low Wandelschoenen - Heren - Zwart staat omschreven als waterafstotend en waterdicht, enkel minuten dauwtrappen (wandelen door gras nat van de dauw) waren al voldoende om natte voeten te krijgen., water afstotend , dus niet, na enkele keren mailen met de leverancier werd dan maar voorgesteld ze via bol.com te retourneren. Vond ik uiteindelijk ook geen goed plan want er moest gewandeld worden, heb zelf maar een spuitbus gekocht om het waterafstotend te maken. verder goede pasvorm beetje gedrongen design en bij droge omstandigheden uitstekende comfortabele wandelschoen",,0
Duurt lang met retour verwerking,,,0
Geschreven bij Hi-Tec V-Lite SpHike,Nijmegen Low Wandelschoenen - Dames - Zwart Stevige maar toch lichte schoenen waar je direct op weg loopt,,0
Geschreven bij Hi-Tec V-Lite SpHike,Nijmegen Low Wandelschoenen - Heren - Donkerblauw Dit is een perfecte schoen loopt heerlijk,,0
Geschreven bij Travelin' Morvik Softshell,"Heren - Lichtgewicht Wandelschoenen - Maat 40 Lichte schoen met goede steun, ook de enkels en prima zool voor ( bijna) alle ondergronden.Travellin heeft grote keuze in maat.",,1
Geschreven bij Travelin' Nyborg -,Hoge Dames wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 39 Perfecte wandelschoen zeker als je wat een brede voet hebt.Kan je de hele dag dragen zijn licht aan de voet en zeker steun genoeg voor de hele dag in de bergen in Tirol te vertoeven.Zeker een aanrader,,1
Geschreven bij Travelin' Nyborg -,"Hoge Dames wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 39 Passen goed in eigen maat en een mooie wandelschoen. Ze zijn wel wat breed en lastig smaller te maken met de veters (ik heb geen smalle of brede voeten, standaard voeten). Veters hebben veel stretch en gaan regelmatig los als je er geen dubbele knoop in legt. Schoenen zitten lekker en zijn goed waterdicht. Geen blaren of drukplekken na de eerste wandeling van 8 km.",,1
Geschreven bij Travelin' Nyborg -,Hoge Dames wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 38 Te klein voor een 38,,1
Geschreven bij Travelin' Nyborg -,"Hoge Dames wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 39 Schoenen zitten lekker , hoefde er niet aan te wennen",,1
Geschreven bij Travelin' Nyborg -,"Hoge Dames wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 41 Lichte, stevige en waterdichte schoen.",,1
Geschreven bij Hanwag Banks Low,GTX heren wandelschoen - Antraciet - Maat 43 Prima schoen,,1
Geschreven bij Regatta Edgepoint Wandelschoenen,"Mannen - Blauw - Maat 41 Een maat groter bestellen, vallen klein",,1
Geschreven bij GRI Salo Prima,schoenen. voldoen aan de omschrijving,,1
Geschreven bij GRI Salo heerlijke,"wandel schoenen je trek ze aan en zitten mij meteen goed ,geen zere voeten",,1
Geschreven bij Blackstone schoen 929/928,6 oil nubuck<br /> black Het zijn fijne schoenen. En ze lopen goed.,,1
Geschreven bij Blackstone schoen 929/928,6 oil nubuck black - Maat 45 Goede degelijke schoen,,1
Geschreven bij Heren Veterschoenen Panama,Jack Bota Panama C44 Donkerbruin - Maat 46 Lopen erg lekker,,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 41 Zit goed aan de voet,,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 42 Goede wandelschoen met steun en pasvorm. De binnen zool kan uitgenomen worden zodat je steunzolen kunt plaatsen.,,1
Geschreven bij Grisport Wandelschoenen -,Maat 43 - Mannen - zwart/grijs Goede pasvorm,,1
Geschreven bij Grisport Wandelschoenen -,Maat 47 - Mannen - zwart/grijs Gri Sport wandelschoenen zijn prima; goede pasvorm en betaalbare prijs voor schoenen met Vibram zolen. Allen jammer dat er geen 1/2 maten voorradig zijn.,,1
Geschreven bij Travelin' Nyborg -,Hoge Heren wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 45 Lang gezocht naar schoenen met een brede pasvorm en heb die met deze gevonden. Vooral de teenruimte is een verademing.,,1
Geschreven bij Travelin' Nyborg -,Hoge Heren wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 42 Hele fijne wandelschoenen met brede pasvorm. Ik heb ze niet in hoeven lopen ze zaten meteen goed. Het herenmodel heeft een bredere pasvorm daarom heb ik hier voor gekozen.Helaas liet bij de vierde wandeling er een haakje los waar de veter om heen moet. Ik heb dit gemeld en kreeg heel snel antwoord. Ik krijg een paar nieuwe schoenen. Nu wist ik niet wat ik moest verwachten maar dit is boven verwachting. Dit is topservice !Dank jullie wel ToExplore.,,1
Geschreven bij Travelin' Nyborg -,"Hoge Heren wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 43 fijne pasvorm, mooi materiaal",,1
Geschreven bij Travelin' Nyborg -,Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 43 Perfecte pasvorm en lopen lekker,,1
Geschreven bij Travelin' Nyborg -,Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 42 Goede keus,,1
Geschreven bij Travelin' Nyborg -,"Hoge Heren wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 43 Goeie wandelschoenen, zitten perfect. Reeds een aantal wandelingen mee gedaan intussen, enkel positieve ervaringen.",,1
fijne schoenen om mee te,wandelen.,,1
Geschreven bij Hanwag Banks Wandelschoenen,- Maat 45 - Mannen - zwart - donker grijs Heel goede wandelschoenen vooral dit model met brede voorvoet,,1
Geschreven bij Grisport Bari Mid,"Wandelschoenen - Maat 38 - Vrouwen - donker bruin/donker grijs Begin aan mijn tweede paar nu,beste wandelschoen ooit!",,1
Geschreven bij Grisport Bari Mid,"Wandelschoenen - Maat 40 - Vrouwen - donker bruin/donker grijs Goede pasvorm, fijne wandelschoen",,1
Geschreven bij Travelin Ervik Softshell,"- Super lichtgewicht wandelschoen - Dames & Heren - Maat 37 Fijne lichtgewicht wandelschoenen, zeker aan te raden!Heb de schoenen inmiddels al een jaar en loop er vrij regelmatig op. Ze zitten fantastisch.",,1
Geschreven bij Travelin Ervik Softshell,- Super lichtgewicht wandelschoen - Dames & Heren - Maat 40 Stevige wandelschoen. Goede pasvorm,,1
Geschreven bij Travelin Ervik Softshell,- Super lichtgewicht wandelschoen - Dames & Heren - Maat 37 prima artikel! ze lopen prettig. volgende keer weer deze!,,1
Geschreven bij Travelin Ervik Softshell,"- Super lichtgewicht wandelschoen - Dames & Heren - Maat 37 deze zomer heel veel gewandeld op deze schoenen, goede grip en onvoorstelbaar licht. Ze zijn redelijk waterdicht (klein buitje), alleen lang in een plassen staan worden mijn sokken vochtig...",,1
Zien er goed en degelijk,uit. Zijn lekker licht. Ik heb zelf maat 41 (soms 42). Koos voor 42 omdat er in de tekst stond kies een maat groter als je tussen 2 maten zit. De schoenen zijn veel te groot. Mijn man heeft maat 43 en bij hem was het zelfs te groot.,,1
Geschreven bij Travelin Ervik Softshell,- Super lichtgewicht wandelschoen - Dames & Heren - Maat 45 Lijm van de zool laat na 2 weken gebruik al los. Schoenen lopen niet lekker. De knik in het bovenvlak bij het buigen van je voet drukt op je tenen.,,1
Geschreven bij Meindl Portland GTX,"- Wandelschoenen - Mannen - Maat 44.5 - Bruin Perfect . Ik loop normaal gesproken een jaar op wandelschoenen mijn oude precies dezelfde als deze aankoop waren inmiddels 13,5 maand oud ( 13km per dag ) . Bij ons de locale speciaal zaak voor wandel en hardloop schoenen was dicht en op de site van hun stond eigenlijk niet op dat geen zaken doen en heb ze dus een mail gestuurd geen reactie!! Ik dus hier op de site gekeken en vond deze verkoper . Ik had gelukkig mijn bonnetje nog waar alles op stond ( had liever een ander kleur gehad, maar dat terzijde) dus kon exact dezelfde schoenen kopen. Plus ik vind hier de optie achteraf betalen erg prettig dus ik ben achteraf heel blij dat ik mijn bonnetje had zodat ik exact de schoenen kon kopen en nu heel tevreden ben . Vier sterren was ook genoeg geweest ik dacht doe maar vijf zodat mijn Review goed naar voren zou komen dat mensen er misschien wat aan hebben",,1
Geschreven bij Meindl Portland GTX,- Wandelschoenen - Mannen - Maat 52 - Bruin Ik kon hier vrij makkelijk mijn wandelschoenen online bestellen vanwege mijn grote schoenmaat en omdat mijn normale schoenenzaak voor grote maten in Duitsland vanwege corona moeilijk tot niet bereikbaar was voor mij.,,1
Geschreven bij Meindl Portland GTX,"- Wandelschoenen - Cat.A - Vrouwen - Maat 39 - Grijs/ Blauw Goede pasvorm,je loopt er zo mee weg. Een fijne schoen voor lange wandelingen.",,1
Geschreven bij GRI Tiben Mid,Vermoedelijk productiefout in mijn levering (1 vd “veterogen “ zat los. Teruggestuurd en snel aankoopbedrag retour. Normaal gesproken prima schoenen.,,1
Geschreven bij GRI Tiben Mid,Een prachtige stevige mooie fijne wandelschoen,,1
Geschreven bij GRI Tiben Mid,Prachtig leren schoenen hopelijk lopen ze ook lekker neem een maat kleiner ze vallen echt groot deze retour gezonden en heb maat 37 genomen.,,1
Mooi en degelijk wandelschoen als,verwacht van Merrell. Helaas maat 30 ipv 36 ontvangen. Terug gestuurd en opnieuw besteld. En voor een 2de keer maat 30 ontvangen. Ook staat het duidelijk maat 36 in bestelling. Heel frustrerend!,,-1
Geschreven bij Travelin' Nyborg -,Hoge Heren wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 45 Lang gezocht naar schoenen met een brede pasvorm en heb die met deze gevonden. Vooral de teenruimte is een verademing.,,1
Geschreven bij Travelin' Nyborg -,Hoge Heren wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 42 Hele fijne wandelschoenen met brede pasvorm. Ik heb ze niet in hoeven lopen ze zaten meteen goed. Het herenmodel heeft een bredere pasvorm daarom heb ik hier voor gekozen.Helaas liet bij de vierde wandeling er een haakje los waar de veter om heen moet. Ik heb dit gemeld en kreeg heel snel antwoord. Ik krijg een paar nieuwe schoenen. Nu wist ik niet wat ik moest verwachten maar dit is boven verwachting. Dit is topservice !Dank jullie wel ToExplore.,,1
Geschreven bij Travelin' Nyborg -,"Hoge Heren wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 43 fijne pasvorm, mooi materiaal",,1
Geschreven bij Travelin' Nyborg -,Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 43 Perfecte pasvorm en lopen lekker,,1
Geschreven bij Travelin' Nyborg -,Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 42 Goede keus,,1
Geschreven bij Travelin' Nyborg -,"Hoge Heren wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 43 Goeie wandelschoenen, zitten perfect. Reeds een aantal wandelingen mee gedaan intussen, enkel positieve ervaringen.",,1
Geschreven bij Meindl - Caracas,"Lady GTX - 3878-49 - Dames - Wandelschoenen - Blauw - Maat UK 8 Mooie, stevige, waterdichte wandelschoenen! Ik moe(s)t wel even wennen aan de stugheid van het materiaal. De schoenen moeten wel even ingelopen worden, dus in het begin niet te lange afstanden gaan lopen. Het inlopen lukte bij mij zonder blaren, maar de schoen moet wel even naar je voet gaan staan.",,1
Geschreven bij Meindl Caracas Lady,GTX Marine Wandelschoenen Dames Mooi van kleurZacht stevige wandelschoenMoeilijke voeten daarvoor zijn top,,1
Geschreven bij Lomer Maipos MTX,"zwart wandelschoenen uni (70004.B.02) Heel erg mooie schoenen, zeker voor waterdichte. Geschikt voor zowel casual als nette gelegenheden. Ze voelen heel degelijk aan. Voor mijn reuma helaas niet voldoende steun bij de hiel/achillespees dus om die reden weer teruggestuurd.",,1
Geschreven bij Hanwag Wandelschoenen -,Maat 44 - Mannen - donkerbruin/donkergrijs Goede schoenen lopen fijn waterdicht,,1
Geschreven bij Travelin' Morvik Softshell,"Heren - Lichtgewicht Wandelschoenen - Maat 40 Lichte schoen met goede steun, ook de enkels en prima zool voor ( bijna) alle ondergronden.Travellin heeft grote keuze in maat.",,1
Geschreven bij Columbia PEAKFREAK X2,"MID OUTDRY Vrouwen Wandelschoenen - Black, Titanium - Maat 40 Heerlijk lichte maar toch stevige wandelschoen",,1
Geschreven bij Scarpa Zen Pro,"- Heren - Wandelschoen - Bruin Alleen maar positief: voldoet aan verwachting, goede kwaliteit en handig in gebruik.",,1
Geschreven bij Kappa Trekkinglaarzen Bright,"Mid Light 242075-4141 stevige modieuze schoen, ademt goed en is niet zwaar",,1
Geschreven bij Meindl wandelschoen -,Caracas - Heren - zwart - 45 Loopt goed maar na 5 maanden stuk.Na 5 maanden de hele zool aan de voorkant losgelaten. Zoveel loop ik er niet op dus wel veel te duur voor de kwaliteit.,,-1
Geschreven bij Skechers Sellmen Helson,"heren wandelschoenen - Zwart - Maat 48,5 Valt erg klein uit. Had zelfs een maat groter besteld dan ik heb, want wandelschoenen vallen altijd kleiner uit blijkbaar. Maar deze was alsnog te klein",,-1
Geschreven bij Meindl Journey Pro,"Gore-tex Dames Wandelschoenen 5289-49 - Kleur Blauw - Maat 39 Ik heb er 1 wandeling van 25 km mee gedaan. Kreeg last van pijn op de wreef. Heb mijn podoloog geraadpleegd. Die adviseerde mij de schoen anders te veteren. Iets meer aangespannen op de voorvoet. Het elastiek-lusje is nu afgebroken. De ronde veters zijn een drama, laten telkens los. En dat voor zulke dure schoenen, ben er niet blij mee. En dat is zacht uitgedrukt.",,-1
"Geschreven bij Caterpillar Instruct P722309,","Mannen, Zwart, Lifestyle maat: 43 EU Artikel is conform bestelling",,1
Geschreven bij Keen Arroyo II,Heren Wandelschoenen Gargoyle/Tawny Olive | Groen | Leer | Maat 43 | K1002426 Gemakkelijke wandelsandaal. Mijn man wil geen andere meer.,,1
Geschreven bij Meindl Respond GTX,"- Wandelschoenen - Cat.A - Mannen - Maat 44 - Grijs Voldoet aan verwachting, goede kwaliteit, handig in gebruik, ik ben enthousiast!",,1
Geschreven bij Meindl Respond Gore-tex,"Wandelschoenen 3456-31 - Kleur Grijs - Maat 46 Gezien de goede reputatie van Meindl kocht ik minder dan een jaar geleden een paar 'Respond GTX' wandelschoenen. De schoenen zijn licht en comfortabel maar ik vond ze jammer genoeg veel minder degelijk dan de wandelschoenen die ik eerder had. Na ongeveer 750km wandeltochten (geen gebergte, geen bepakking) zijn de zolen volledig afgesleten en komen de naden los. Bij wandelen in de regen of door nat gras had ik ook altijd natte voeten in deze schoenen (ondanks goed onderhoud en spray). Dit model is een leuke vrijetijds-schoen op droge dagen, maar niet geschikt als echte wandelschoen.",,1
Geschreven bij Meindl Bernina 2,heren - 10 braun/nougat - Schoenen - Wandelschoenen - Bergschoenen Super fijne schoen,,1
Als je deze schoen koopt,"dat hebt je een toch wel goed produkt. Hij is mooi, soepel, hij is een beetje zwaar. Dus een degelijke schoen voor niet veel geld.Waar ik wel wil voor waarschuwen is de schoen is te klein. Ik heb normaal een schoenmaat 42. En ja deze is ook een ,42. Maar mijn voeten zitten er gekneld in. Niet zo erg dat ik er niet meer kan mee lopen, neen, maat het word wel pijnlijk als je een gehele dag in iets te kleine schoenen rond loopt.Normaal zit een 42 zelfs losjes aan mijn voeten, maar deze schoen klemt gewoon.Ik heb daar straks gaan kijken voor andere schoenen omdat mijn 2 paar versleten waren en nu blijkt zelf een 43 net groot genoeg te zijn.Vreemd genoeg kan ik nog in mijn andere 42 schoenen, maar nu blijkt dat de fabrikanten kleding en schoenen tussen de 2 a 3 % kleiner maken om materiaal te besparen.Broeken is het nog erger, daar heb ik 2 tot 3 maten groter. Vreemd want mijn broeken passen allemaal perfect, maar nieuwe kleding kan je best iets groter kopen.Wat ik zeker wil zeggen je zweet echt niet in deze schoen, hij voelt echt niet warm aan.",,1
Geschreven bij GRI Salo Prima,schoenen. voldoen aan de omschrijving,,1
Geschreven bij GRI Salo heerlijke,"wandel schoenen je trek ze aan en zitten mij meteen goed ,geen zere voeten",,1
Geschreven bij Jack Wolfskin REBELLION,TEXAPORE MID - Wandelschoenen Heren lekker lopen goeie pasvorm.,,1
Geschreven bij Merrell Moab 2,"GTX Wandelschoenen Heren - Maat 44 Goeie schoen, kwaliteit moet nog blijken maar ze zitten vanaf het begin al goed. Inderdaad, wel een maat groter bestellen als je normaal hebt.",,1
